Id,Name,SalaryFrom,ExpLevel,OfferPortalCompanyId,Category,JobLanguage,Location,IsRemote,Technology,ExternalId,SalaryTo,Company
4610,PROFIT HR w imieniu PFLEGEHILFE SCHWEIZ AG,9000.0000,Mid,2,customerService,pl,Katowice,false,null,1714985915090,10000.0000,PROFIT HR w imieniu PFLEGEHILFE SCHWEIZ AG
4611,ZF Group,10000.0000,Mid,2,businessIntelligence,,Remote,true,null,1713862652384,15000.0000,ZF Group
4628,PROFIT HR w imieniu PFLEGEHILFE SCHWEIZ AG,7500.0000,Mid,2,hr,,Katowice,false,null,1714985838437,9000.0000,PROFIT HR w imieniu PFLEGEHILFE SCHWEIZ AG
4629,Gett,21926.0000,Senior,2,backend,,Remote,true,null,1714985540640,25912.0000,Gett
4646,AVENGA,16800.0000,Senior,2,backend,,Remote,true,.NET,1713862280944,19320.0000,AVENGA
4663,PROelcad,4300.0000,Trainee,2,automation,en,Szczecin,false,null,1713516603397,4300.0000,PROelcad
4664,PROelcad,4700.0000,Junior,2,automation,,Szczecin,false,null,1713516602418,5700.0000,PROelcad
4665,Stockpress,15000.0000,Senior,2,fullstack,,Remote,true,null,1715157936737,20000.0000,Stockpress
4667,ELEKS,0.0000,Trainee,2,testing,,Kraków,false,null,1714985054536,0.0000,ELEKS
4668,Premium Solutions Polska,4300.0000,Junior,2,sales,,Warszawa,false,null,1713516211407,6000.0000,Premium Solutions Polska
4670,Netcompany Poland,8000.0000,Junior,2,backend,,Warszawa,false,.NET,1713861788723,15000.0000,Netcompany Poland
4671,Netcompany Poland,8000.0000,Junior,2,fullstack,,Warszawa,false,Java,1713861781016,15000.0000,Netcompany Poland
4672,Premium Solutions Polska,4300.0000,Junior,2,sales,,Warszawa,false,null,1713516179899,6000.0000,Premium Solutions Polska
4674,Premium Solutions Polska,5300.0000,Mid,2,sales,,Warszawa,false,null,1713516150399,9000.0000,Premium Solutions Polska
4676,Premium Solutions Polska,5300.0000,Mid,2,sales,,Warszawa,false,null,1713516040061,9000.0000,Premium Solutions Polska
4678,Sofomo,17000.0000,Senior,2,projectManager,,Remote,true,null,1715330400456,22000.0000,Sofomo
4695,Devire,19000.0000,Senior,2,architecture,,Warszawa,false,null,1714984790897,25000.0000,Devire
4696,VML Enterprise Solutions,11000.0000,Mid,2,testing,,Remote,true,JavaScript,1713861424763,15000.0000,VML Enterprise Solutions
4713,Xebia Sp. z o.o.,11000.0000,Mid,2,fullstack,,Remote,true,React,1715330144656,18000.0000,Xebia Sp. z o.o.
4730,Kruk S.A.,0.0000,Mid,2,sysAdministrator,,Remote,true,null,1713861341739,0.0000,Kruk S.A.
4747,SquareOne,19000.0000,Mid,2,data,,Warszawa,false,Python,1713342903371,21000.0000,SquareOne
4748,Digital Hub Warsaw at Bayer,24000.0000,Senior,2,data,,Warszawa,false,SQL,1714984247190,34000.0000,Digital Hub Warsaw at Bayer
4749,Sollers Consulting,13800.0000,Senior,2,consulting,en,Poznan,false,null,1714379425397,20000.0000,Sollers Consulting
4758,Baltic Council for International Education,4568.0000,Junior,2,marketing,,Warszawa,false,null,1715243407473,5100.0000,Baltic Council for International Education
4759,Sollers Consulting,13550.0000,Mid,2,devops,,Warszawa,false,Jenkins,1714379405148,19000.0000,Sollers Consulting
4768,KONCEPT-L,0.0000,Junior,2,sales,"pl, en",Warszawa,false,null,1714984056488,0.0000,KONCEPT-L
4769,Sunscrapers,20000.0000,Mid,2,data,,Remote,true,Python,1713860794490,24000.0000,Sunscrapers
4786,Teyon,11000.0000,Mid,2,embedded,,Kraków,false,C++,1713342059141,22000.0000,Teyon
4787,Fundacja Avalon,7848.0000,Mid,2,officeAdministration,pl,Warszawa,false,null,1713514802716,9011.0000,Fundacja Avalon
4788,RTB House,15000.0000,Senior,2,fullstack,,Remote,true,PHP,1713860283470,20000.0000,RTB House
4805,Tesco Technology,26000.0000,Senior,2,data,,Kraków,false,Scala,1714983302288,40000.0000,Tesco Technology
4806,Tesco Technology,20000.0000,Mid,2,data,,Kraków,false,Scala,1714983281443,30000.0000,Tesco Technology
4807,NMI ERP Sp. z o.o.,4500.0000,Junior,2,erp,,Rzeszów,false,null,1715156008987,6000.0000,NMI ERP Sp. z o.o.
4809,NMI ERP Sp. z o.o.,5000.0000,Junior,2,backend,,Rzeszów,false,JavaScript,1715155993189,7000.0000,NMI ERP Sp. z o.o.
4811,Elsa Sp. z o.o. Sp. k.,8000.0000,Mid,2,automation,pl,Gdansk,false,null,1713514219690,10000.0000,Elsa Sp. z o.o. Sp. k.
4812,Elsa Sp. z o.o. Sp. k.,10000.0000,Senior,2,automation,pl,Gdansk,false,null,1713514219123,13000.0000,Elsa Sp. z o.o. Sp. k.
4813,Fundacja Avalon,7458.0000,Mid,2,officeAdministration,pl,Warszawa,false,null,1713514218687,7848.0000,Fundacja Avalon
4814,Digital Hub Warsaw at Bayer,18000.0000,Senior,2,fullstack,,Warszawa,false,JavaScript,1714377921117,28000.0000,Digital Hub Warsaw at Bayer
4815,Trans.eu Group S.A.,0.0000,Mid,2,sales,"en, da, sv",Wroclaw,false,null,1715155487288,0.0000,Trans.eu Group S.A.
4816,Ework Group,32424.0000,Expert,2,devops,pl,Remote,true,Python,1715328230777,35952.0000,Ework Group
4833,Digital Hub Warsaw at Bayer,18000.0000,Senior,2,fullstack,,Warszawa,false,JavaScript,1714377445906,28000.0000,Digital Hub Warsaw at Bayer
4834,AVENGA,20160.0000,Senior,2,frontend,,Remote,true,Vue.js,1713858927705,23520.0000,AVENGA
4851,Digital Hub Warsaw at Bayer,25000.0000,Expert,2,data,,Warszawa,false,Python,1714377305166,35000.0000,Digital Hub Warsaw at Bayer
4852,Avanade Poland,19320.0000,Mid,2,data,,Remote,true,Python,1714377171654,29400.0000,Avanade Poland
4869,EZT,5500.0000,Mid,2,officeAdministration,pl,Other,false,null,1714981963999,5700.0000,EZT
4870,Digital Hub Warsaw at Bayer,15000.0000,Mid,2,fullstack,,Warszawa,false,JavaScript,1714377097253,22000.0000,Digital Hub Warsaw at Bayer
4871,EVELINE COSMETICS,8000.0000,Senior,2,sales,,Other,false,null,1714981816829,10000.0000,EVELINE COSMETICS
4873,CrustLab,20000.0000,Senior,2,productManagement,,Remote,true,null,1715241002714,25000.0000,CrustLab
4890,EVELINE COSMETICS,10000.0000,Mid,2,marketing,,Other,false,null,1714981801800,12000.0000,EVELINE COSMETICS
4892,Avenga,20160.0000,Senior,2,businessAnalyst,en,Kraków,false,null,1713858558440,25200.0000,Avenga
4893,Adaptiq,25912.0000,Senior,2,backend,,Remote,true,Node.js,1714376872568,27108.0000,Adaptiq
4910,AVSystem,25000.0000,Senior,2,fullstack,,Kraków,false,Scala,1714981671264,30000.0000,AVSystem
4915,Adaptiq,23919.0000,Senior,2,fullstack,,Remote,true,Node.js,1714376844788,25912.0000,Adaptiq
4932,Sigma IT Poland,20160.0000,Senior,2,frontend,,Remote,true,React,1713512794500,23520.0000,Sigma IT Poland
4949,NowyMarketing,8000.0000,Mid,2,sales,en,Remote,true,null,1713512581753,14000.0000,NowyMarketing
4951,Deal Direct Sp. z o.o.,10000.0000,Junior,2,sales,pl,Other,false,null,1715240352935,20000.0000,Deal Direct Sp. z o.o.
4956,Deal Direct Sp. z o.o.,10000.0000,Junior,2,sales,pl,Other,false,null,1715240248415,20000.0000,Deal Direct Sp. z o.o.
4960,Optihire Sp. z o. o.,0.0000,Mid,2,sales,pl,Remote,true,null,1713512105159,0.0000,Optihire Sp. z o. o.
4961,Deal Direct Sp. z o.o.,10000.0000,Junior,2,sales,pl,Other,false,null,1715240031245,20000.0000,Deal Direct Sp. z o.o.
4966,OChK,20000.0000,Senior,2,security,,Remote,true,Microsoft Sentinel,1715326330013,28000.0000,OChK
4983,Unitask Group,0.0000,Senior,2,fullstack,en,Warszawa,false,.NET,1715326258468,0.0000,Unitask Group
4984,Ework Group,14400.0000,Mid,2,embedded,,Szczecin,false,,1715326213974,16500.0000,Ework Group
4985,N-iX,23122.0000,Senior,2,testing,,Remote,true,JavaScript,1715239787351,27108.0000,N-iX
5002,Deal Direct Sp. z o.o.,10000.0000,Junior,2,sales,pl,Warszawa,false,null,1715239603030,20000.0000,Deal Direct Sp. z o.o.
5007,PKF Polska,3000.0000,Junior,2,hr,,Warszawa,false,null,1715412302666,3000.0000,PKF Polska
5008,Deal Direct Sp. z o.o.,10000.0000,Junior,2,sales,pl,Kraków,false,null,1715239485366,20000.0000,Deal Direct Sp. z o.o.
5013,Link Group,26880.0000,Senior,2,sysAdministrator,,Warszawa,false,null,1715325793042,31920.0000,Link Group
5015,Deal Direct Sp. z o.o.,10000.0000,Junior,2,sales,pl,Lublin,false,null,1715239385268,20000.0000,Deal Direct Sp. z o.o.
5020,Imperia HR,6000.0000,Senior,2,finance,,Lublin,false,null,1715239358052,8000.0000,Imperia HR
5021,Deal Direct Sp. z o.o.,10000.0000,Junior,2,sales,pl,Rzeszów,false,null,1715239213003,20000.0000,Deal Direct Sp. z o.o.
5026,Unitask Group,0.0000,Expert,2,testing,en,Warszawa,false,null,1715325476089,0.0000,Unitask Group
5027,QBILON,21840.0000,Mid,2,devops,,Remote,true,null,1715152646875,25200.0000,QBILON
5044,INKUBIT,19933.0000,Mid,2,erp,,Remote,true,null,1715325404299,26577.0000,INKUBIT
5061,Brainhub Sp z o.o.,12000.0000,Mid,2,projectManager,,Remote,true,null,1714979782588,18000.0000,Brainhub Sp z o.o.
5080,Ośrodek Przetwarzania Informacji - Państwowy Instytut Badawczy,10000.0000,Mid,2,fullstack,,Warszawa,false,Java,1713338150517,15000.0000,Ośrodek Przetwarzania Informacji - Państwowy Instytut Badawczy
5081,Dajar sp. z o.o.,8000.0000,Junior,2,backend,,Other,false,.NET,1715152434098,12000.0000,Dajar sp. z o.o.
5082,Elitmind,23856.0000,Senior,2,businessIntelligence,,Remote,true,null,1714979534189,32088.0000,Elitmind
5099,Elitmind,15960.0000,Mid,2,devops,,Remote,true,null,1714979482907,24024.0000,Elitmind
5116,Mend.io,29899.0000,Senior,2,devops,,Remote,true,null,1713510491298,31892.0000,Mend.io
5133,Sales&MOre,0.0000,Mid,2,marketing,,Warszawa,false,null,1715238288145,0.0000,Sales&MOre
5134,MATCH -TRADE TECHNOLOGIES,0.0000,Senior,2,marketing,,Warszawa,false,null,1714374209174,0.0000,MATCH -TRADE TECHNOLOGIES
5135,ENTALPIA EUROPE SP. Z O.O.,0.0000,Mid,2,finance,en,Warszawa,false,null,1715410802324,0.0000,ENTALPIA EUROPE SP. Z O.O.
5136,ENTALPIA EUROPE SP. Z O.O.,0.0000,Mid,2,finance,"en, pl",Łódź,false,null,1715410801885,0.0000,ENTALPIA EUROPE SP. Z O.O.
5138,Mend.io,23919.0000,Senior,2,testing,,Remote,true,Java,1713509779634,25912.0000,Mend.io
5155,ENTALPIA EUROPE SP. Z O.O.,0.0000,Senior,2,finance,"en, pl",Warszawa,false,null,1715410501724,0.0000,ENTALPIA EUROPE SP. Z O.O.
5156,Varwise,29899.0000,Senior,2,fullstack,,Remote,true,Java,1714373642442,39866.0000,Varwise
5173,APPLY Poland Sp. z o.o.,0.0000,Mid,2,automation,,Kraków,false,null,1715237437681,0.0000,APPLY Poland Sp. z o.o.
5175,APPLY Poland Sp. z o.o.,0.0000,Mid,2,officeAdministration,,Kraków,false,null,1715237319259,0.0000,APPLY Poland Sp. z o.o.
5177,Teleperformance Poland,8400.0000,Junior,2,customerService,"en, cs",Warszawa,false,null,1715236951187,8400.0000,Teleperformance Poland
5179,Xebia Sp. z o.o.,14000.0000,Expert,2,fullstack,,Remote,true,Magento,1715150535141,23000.0000,Xebia Sp. z o.o.
5196,Teleperformance Poland,8000.0000,Junior,2,sales,,Kraków,false,null,1715236209777,12000.0000,Teleperformance Poland
5198,LogicalTrust,8000.0000,Mid,2,security,,Remote,true,Web applications,1713335140817,14500.0000,LogicalTrust
5215,ELEKS,4242.0000,Trainee,2,testing,,Kraków,false,null,1714976703851,4458.0000,ELEKS
5216,HeadHunti,5000.0000,Mid,2,sales,en,Wroclaw,false,null,1715408702092,7000.0000,HeadHunti
5217,Lingaro,28560.0000,Senior,2,architecture,,Remote,true,null,1714976638641,36960.0000,Lingaro
5234,HeadHunti,15000.0000,Expert,2,sales,en,Remote,true,null,1715408402217,20000.0000,HeadHunti
5236,GFT Poland,15120.0000,Mid,2,data,,Kraków,false,Python,1715321979682,26040.0000,GFT Poland
5237,Blend AI,8000.0000,Mid,2,marketing,,Warszawa,false,null,1713852981781,12000.0000,Blend AI
5238,HeadHunti,14800.0000,Expert,2,sales,en,Remote,true,null,1715408101654,21600.0000,HeadHunti
5240,Beekeeper AG,11300.0000,Junior,2,fullstack,,Kraków,false,Java,1714371169270,14250.0000,Beekeeper AG
5241,British-American Tobacco Polska S.A.,0.0000,Mid,2,logistics,,Poznan,false,null,1714974761125,0.0000,British-American Tobacco Polska S.A.
5242,British-American Tobacco Polska S.A.,0.0000,Mid,2,logistics,,Poznan,false,null,1714974749579,0.0000,British-American Tobacco Polska S.A.
5243,British-American Tobacco Polska S.A.,0.0000,Mid,2,logistics,,Poznan,false,null,1714974734204,0.0000,British-American Tobacco Polska S.A.
5244,British-American Tobacco Polska S.A.,0.0000,Mid,2,logistics,,Poznan,false,null,1714974723453,0.0000,British-American Tobacco Polska S.A.
5245,DAMBAT,7000.0000,Mid,2,finance,,Adamów,false,null,1715233872618,8500.0000,DAMBAT
5248,BusRight,26577.0000,Senior,2,fullstack,,Remote,true,Node.js,1713815790099,46510.0000,BusRight
5265,Cere Network,7973.0000,Mid,2,hr,,Warszawa,false,null,1715108549041,11959.0000,Cere Network
5266,Sigmoidal,31000.0000,Senior,2,artificialIntelligence,,Remote,true,Python,1713466675698,37000.0000,Sigmoidal
5283,GetInData | Part of Xebia,26880.0000,Senior,2,data,,Remote,true,Flink,1713810661759,33600.0000,GetInData | Part of Xebia
5300,Integrated Computer Solutions,0.0000,Senior,2,fullstack,,Remote,true,JavaScript,1715103716839,0.0000,Integrated Computer Solutions
5317,Sunscrapers,17000.0000,Mid,2,fullstack,,Remote,true,.NET,1715101661631,22000.0000,Sunscrapers
5334,Gemour.pl,4300.0000,Junior,2,marketing,,Other,false,null,1715360201874,5300.0000,Gemour.pl
5335,PsychoMedic.pl,6000.0000,Mid,2,hr,pl,Warszawa,false,null,1714150501991,8000.0000,PsychoMedic.pl
5337,Tooploox,13000.0000,Mid,2,artificialIntelligence,,Remote,true,Python,1713803656573,18000.0000,Tooploox
5354,Hyland,14000.0000,Senior,2,other,,Katowice,false,null,1715185059973,18000.0000,Hyland
5357,VML Enterprise Solutions,25000.0000,Expert,2,projectManager,,Remote,true,null,1715271418038,30000.0000,VML Enterprise Solutions
5374,Hyland,11000.0000,Mid,2,other,,Katowice,false,null,1715184972501,14000.0000,Hyland
5377,SNI,28560.0000,Senior,2,devops,,Remote,true,AWS,1715270911602,36960.0000,SNI
5378,VML Enterprise Solutions,30240.0000,Expert,2,frontend,,Remote,true,React,1715270888508,35280.0000,VML Enterprise Solutions
5395,PsychoMedic.pl,6000.0000,Mid,2,sales,pl,Warszawa,false,null,1714146601860,8000.0000,PsychoMedic.pl
5397,NFQ Technologies,19400.0000,Senior,2,devops,,Kraków,false,Azure,1713455027770,27540.0000,NFQ Technologies
5398,Hyland,15000.0000,Expert,2,support,,Remote,true,null,1715355318510,19000.0000,Hyland
5416,PsychoMedic.pl,6000.0000,Junior,2,hr,pl,Warszawa,false,null,1714145701996,8000.0000,PsychoMedic.pl
5417,Hyland,15000.0000,Expert,2,support,,Remote,true,null,1715355069874,19000.0000,Hyland
5435,Integrated Computer Solutions,0.0000,Senior,2,backend,,Remote,true,Python,1715095372946,0.0000,Integrated Computer Solutions
5452,VisiQuate Inc,13953.0000,Mid,2,businessIntelligence,,Kraków,false,null,1713280185940,17939.0000,VisiQuate Inc
5453,Business Bridge Group,8300.0000,Mid,2,logistics,,Gdynia,false,null,1713451700747,9050.0000,Business Bridge Group
5455,Devire,19000.0000,Senior,2,embedded,"en, pl",Katowice,false,C++,1713451226344,26000.0000,Devire
5457,Orbus Software Sp. z o.o.,28000.0000,Expert,2,frontend,,Remote,true,React,1713796215976,31500.0000,Orbus Software Sp. z o.o.
5459,Box Inc.,22000.0000,Senior,2,mobile,,Warszawa,false,Android,1715178350287,35000.0000,Box Inc.
5460,Link Group,22500.0000,Mid,2,erp,,Remote,true,null,1713795847025,32000.0000,Link Group
5477,Edge One Solutions Sp. z o.o.,0.0000,Senior,2,backend,,Kraków,false,Java,1715178182464,0.0000,Edge One Solutions Sp. z o.o.
5478,Box Inc.,22000.0000,Mid,2,mobile,,Warszawa,false,iOS,1715177987125,26000.0000,Box Inc.
5479,Motorola Solutions Systems Polska,18000.0000,Mid,2,projectManager,,Kraków,false,null,1714141147943,26000.0000,Motorola Solutions Systems Polska
5480,GOG,20000.0000,Senior,2,data,,Warszawa,false,Python,1714140434013,30000.0000,GOG
5481,Grupa590 Sp. z o.o.,6000.0000,Mid,2,officeAdministration,,Rzeszów,false,null,1714140329670,9500.0000,Grupa590 Sp. z o.o.
5482,Knowde,18000.0000,Senior,2,backend,,Remote,true,Ruby on Rails,1713449116673,25000.0000,Knowde
5499,Knowde,20000.0000,Senior,2,backend,,Remote,true,Python,1713449073459,25000.0000,Knowde
5516,Primetals Technologies Poland Sp. z o. o.,8000.0000,Mid,2,erp,,Kraków,false,,1714140105356,16000.0000,Primetals Technologies Poland Sp. z o. o.
5518,Edge One Solutions Sp. z o.o.,0.0000,Senior,2,backend,,Remote,true,Java,1715176844294,0.0000,Edge One Solutions Sp. z o.o.
5535,GC Energy Sp. z o.o.,4242.0000,Mid,2,consulting,en,Rzeszów,false,null,1714139923305,5300.0000,GC Energy Sp. z o.o.
5536,uSoftware,19933.0000,Senior,2,backend,,Remote,true,PHP,1713275877398,27906.0000,uSoftware
5553,Antal,30240.0000,Mid,2,erp,,Warszawa,false,null,1713275864673,35280.0000,Antal
5554,Grupa590 Sp. z o.o.,6000.0000,Mid,2,logistics,,Rzeszów,false,null,1714139643063,9500.0000,Grupa590 Sp. z o.o.
5555,Meniga sp. z o.o,23000.0000,Mid,2,architecture,,Warszawa,false,Azure,1715176430329,28000.0000,Meniga sp. z o.o
5556,Grupa590 Sp. z o.o.,7500.0000,Mid,2,sales,"en, pl",Rzeszów,false,null,1714139622552,15000.0000,Grupa590 Sp. z o.o.
5557,Grupa590 Sp. z o.o.,6000.0000,Mid,2,logistics,,Rzeszów,false,null,1714139604793,9500.0000,Grupa590 Sp. z o.o.
5558,Grupa590 Sp. z o.o.,6000.0000,Mid,2,consulting,,Rzeszów,false,null,1714139589452,9500.0000,Grupa590 Sp. z o.o.
5559,Grupa590 Sp. z o.o.,8000.0000,Mid,2,sales,en,Rzeszów,false,null,1714139575182,16000.0000,Grupa590 Sp. z o.o.
5560,PrestaPros,4000.0000,Junior,2,projectManager,,Kraków,false,null,1715349126097,6000.0000,PrestaPros
5561,DataConsult,0.0000,Mid,2,erp,pl,Kraków,false,null,1713448267795,0.0000,DataConsult
5562,DataConsult,0.0000,Mid,2,businessAnalyst,pl,Kraków,false,null,1713448248716,0.0000,DataConsult
5563,DataConsult S.A.,0.0000,Mid,2,logistics,pl,Kraków,false,null,1713448194781,0.0000,DataConsult S.A.
5564,DataConsult,0.0000,Mid,2,consulting,pl,Kraków,false,null,1713448142288,0.0000,DataConsult
5565,SmokeD sp. zo.o.,6800.0000,Junior,2,sysAdministrator,,Warszawa,false,null,1715089642294,11300.0000,SmokeD sp. zo.o.
5566,Calendesk,6000.0000,Mid,2,customerService,,Remote,true,null,1715175837523,8000.0000,Calendesk
5583,LEVEL WORK,5000.0000,Mid,2,sales,pl,Warszawa,false,null,1714138992750,7000.0000,LEVEL WORK
5584,LEVEL WORK,8000.0000,Mid,2,sales,"pl, en",Bialystok,false,null,1714138902355,10000.0000,LEVEL WORK
5585,Allegro,14200.0000,Mid,2,backend,,Warszawa,false,.NET,1713793268738,19690.0000,Allegro
5586,Antal,18000.0000,Mid,2,embedded,,Kraków,false,C,1713793262974,25000.0000,Antal
5587,LEVEL WORK,7500.0000,Mid,2,finance,"pl, en",Other,false,null,1714138842065,8500.0000,LEVEL WORK
5588,Fresenius Medical Care,0.0000,Mid,2,hr,en,Wroclaw,false,null,1713447111776,0.0000,Fresenius Medical Care
5589,Avanade Poland,20160.0000,Senior,2,data,,Remote,true,Java,1713792446883,30240.0000,Avanade Poland
5606,Britenet,0.0000,Expert,2,sales,"pl, en",Warszawa,false,null,1713273719929,0.0000,Britenet
5607,Engenious,26880.0000,Senior,2,backend,,Remote,true,Java,1713791792282,31920.0000,Engenious
5624,Get2Grow,5500.0000,Junior,2,officeAdministration,"en, de",Remote,true,null,1715174104617,7000.0000,Get2Grow
5626,AVENGA,28560.0000,Expert,2,productManagement,,Remote,true,null,1713791680322,36960.0000,AVENGA
5643,Hays Poland,25200.0000,Senior,2,architecture,,Gdansk,false,CASE,1713446032367,30240.0000,Hays Poland
5644,Get2Grow,4650.0000,Junior,2,hr,en,Other,false,null,1714914687860,5375.0000,Get2Grow
5649,Get2Grow,4650.0000,Junior,2,officeAdministration,en,Other,false,null,1714914686441,5375.0000,Get2Grow
5654,Wonga.pl,0.0000,Mid,2,backend,,Warszawa,false,PHP,1713272845500,0.0000,Wonga.pl
5655,Stomilex sp. z o.o.,4500.0000,Junior,2,automation,pl,Other,false,null,1715173305579,5200.0000,Stomilex sp. z o.o.
5656,Hitachi Energy,19000.0000,Senior,2,businessAnalyst,,Łódź,false,null,1714136449764,28000.0000,Hitachi Energy
5657,Avanade Poland,18480.0000,Mid,2,businessAnalyst,,Warszawa,false,null,1713790803467,30240.0000,Avanade Poland
5658,MPL TECHMA,0.0000,Junior,2,automation,pl,Other,false,null,1714135968908,0.0000,MPL TECHMA
5660,BERObasket,3000.0000,Junior,2,gameDev,,Remote,true,Java,1715172728487,5000.0000,BERObasket
5677,Avanade Poland,18480.0000,Mid,2,businessAnalyst,,Warszawa,false,null,1713790298045,31920.0000,Avanade Poland
5678,Ultrico,20750.0000,Mid,2,backend,,Remote,true,.NET,1713444559406,25730.0000,Ultrico
5695,DCG Sp. z o.o.,5500.0000,Junior,2,support,,Poznan,false,null,1713271737979,6100.0000,DCG Sp. z o.o.
5696,SEB (Skandinaviska Enskilda Banken),28000.0000,Mid,2,data,,Warszawa,false,Spark,1713271706705,32000.0000,SEB (Skandinaviska Enskilda Banken)
5697,Amartus Polska Sp. z o.o.,25200.0000,Senior,2,backend,,Remote,true,Python,1713790070564,31500.0000,Amartus Polska Sp. z o.o.
5714,Devire,18480.0000,Mid,2,mobile,,Gdynia,false,iOS,1714135385900,26880.0000,Devire
5717,Antal,25200.0000,Senior,2,data,,Remote,true,null,1713789669467,28560.0000,Antal
5734,Centreo sp. z o .o.,4900.0000,Junior,2,embedded,,Warszawa,false,C++,1715085616064,6900.0000,Centreo sp. z o .o.
5735,Jamf,12500.0000,Mid,2,devops,,Remote,true,Python,1714135197089,18500.0000,Jamf
5752,ITDS,18900.0000,Senior,2,data,,Warszawa,false,SQL,1713270717628,27300.0000,ITDS
5753,Hitachi Energy,14000.0000,Mid,2,data,,Łódź,false,SQL,1714134120359,21000.0000,Hitachi Energy
5754,ITDS,18900.0000,Senior,2,fullstack,,Warszawa,false,.NET,1713270031310,21000.0000,ITDS
5755,CTHINGS.CO,10000.0000,Mid,2,finance,,Warszawa,false,null,1713788427151,13000.0000,CTHINGS.CO
5756,Kronospan,0.0000,Mid,2,sales,"pl, en",Other,false,null,1714134002284,0.0000,Kronospan
5761,Snowflake,30000.0000,Senior,2,backend,,Warszawa,false,Golang,1713269991383,60000.0000,Snowflake
5762,Snowflake,30000.0000,Senior,2,backend,,Warszawa,false,C++,1713269950801,60000.0000,Snowflake
5763,Snowflake,40000.0000,Senior,2,data,,Warszawa,false,Golang,1713269843330,80000.0000,Snowflake
5764,KIDS&Co.,0.0000,Mid,2,officeAdministration,en,Warszawa,false,null,1714911002185,0.0000,KIDS&Co.
5765,SMARTASS sp. z o.o,0.0000,Mid,2,marketing,en,Warszawa,false,null,1715170195713,0.0000,SMARTASS sp. z o.o
5766,DCG Sp. z o.o.,7200.0000,Mid,2,support,,Poznan,false,null,1713269022963,8500.0000,DCG Sp. z o.o.
5767,Ośrodek Przetwarzania Informacji - Państwowy Instytut Badawczy,10000.0000,Mid,2,sysAdministrator,,Warszawa,false,null,1713269009282,15000.0000,Ośrodek Przetwarzania Informacji - Państwowy Instytut Badawczy
5768,Stern Job Recruitment,18910.0000,Mid,2,automation,de,Abroad,false,null,1714132804084,20200.0000,Stern Job Recruitment
5769,Business Bridge Group,0.0000,Junior,2,customerService,"pl, en",Wroclaw,false,null,1714910402205,0.0000,Business Bridge Group
5770,SensoTransel Sp. z o.o. Sp. K.,15000.0000,Mid,2,backend,,Poznan,false,Rust,1713441227310,25000.0000,SensoTransel Sp. z o.o. Sp. K.
5771,Antal,20160.0000,Mid,2,data,,Kraków,false,SQL,1713786808764,25200.0000,Antal
5777,Elitmind,12936.0000,Mid,2,businessIntelligence,,Remote,true,null,1713441189451,19152.0000,Elitmind
5794,EasyEko,7000.0000,Junior,2,sales,pl,Other,false,null,1714132245901,14000.0000,EasyEko
5795,EasyEko,7000.0000,Junior,2,sales,pl,Lublin,false,null,1714132227222,14000.0000,EasyEko
5796,Storkjet Sp. z o.o.,7600.0000,Mid,2,sales,en,Katowice,false,null,1713441008461,15000.0000,Storkjet Sp. z o.o.
5797,EasyEko,7000.0000,Junior,2,sales,pl,Katowice,false,null,1714132205893,14000.0000,EasyEko
5798,N-iX,5979.0000,Mid,2,sysAdministrator,,Warszawa,false,null,1714132201418,9966.0000,N-iX
5799,EasyEko,7000.0000,Junior,2,sales,pl,Kraków,false,null,1714132175192,14000.0000,EasyEko
5800,EasyEko,7000.0000,Junior,2,sales,pl,Łódź,false,null,1714132156153,14000.0000,EasyEko
5801,EasyEko,7000.0000,Junior,2,sales,pl,Rzeszów,false,null,1714132133411,14000.0000,EasyEko
5802,HARYES,4500.0000,Junior,2,customerService,pl,Łódź,false,null,1714131908388,6500.0000,HARYES
5803,Degree,24000.0000,Senior,2,fullstack,,Gdansk,false,.NET,1715168506079,30000.0000,Degree
5804,E-commerce Berlin Expo,9000.0000,Mid,2,sales,"en, de",Remote,true,null,1714131605680,14000.0000,E-commerce Berlin Expo
5806,HR Level Up,20000.0000,Senior,2,sales,"en, pl",Warszawa,false,null,1713440402927,30000.0000,HR Level Up
5807,HR Level Up,0.0000,Senior,2,finance,,Warszawa,false,null,1713440402603,0.0000,HR Level Up
5809,Hitteps,4500.0000,Junior,2,testing,,Remote,true,Salesforce,1715341191856,5800.0000,Hitteps
5826,Appstronauts,16800.0000,Mid,2,backend,,Remote,true,.NET,1713440271072,25200.0000,Appstronauts
5843,HR Level Up,0.0000,Senior,2,hr,"en, pl",Warszawa,false,null,1713440106493,0.0000,HR Level Up
5844,Centage,15000.0000,Mid,2,backend,,Remote,true,.NET,1713267189400,19000.0000,Centage
5861,Leadec sp. z o.o.,5500.0000,Mid,2,automation,pl,Other,false,null,1714130708112,8500.0000,Leadec sp. z o.o.
5862,GetResponse S.A.,12600.0000,Mid,2,backend,,Remote,true,PHP,1713266689123,20580.0000,GetResponse S.A.
5879,Urząd Miejski w Dąbrowie Górniczej,0.0000,Mid,2,officeAdministration,pl,Other,false,null,1713439485141,0.0000,Urząd Miejski w Dąbrowie Górniczej
5884,Grassroots Carbon,12000.0000,Mid,2,mobile,,Remote,true,Flutter,1713266465979,14000.0000,Grassroots Carbon
5901,Talent Partners,0.0000,Mid,2,logistics,pl,Gliwice,false,null,1714130407518,0.0000,Talent Partners
